Country Name,Country Code,Series Name,Series Code,1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Malaysia,MYS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,56.29661703,62.89449343,66.41550287,71.37684947,74.4661197,77.82555283,75.98386005,78.92028758,89.15077688,94.08917037,91.57615121,93.289448,115.7437254,121.3113937,119.8097087,110.4024914,108.3053028,106.9434461,115.3733377,112.8989768,112.1854808,106.1682749,99.49957724,91.41679187,86.93029507,85.25544211,79.29991393,75.62904103,73.79349863,69.4486909,66.77544545,70.01174251,68.55497142,65.27776684,61.57793591,70.63305555,76.80779748,68.67895357,71.34108498,..
Malaysia,MYS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,6590,7200,7790,8590,9330,10220,11160,11800,10780,11150,11970,12120,12760,13610,14620,15650,16920,18230,18900,18550,19550,20820,21800,22390,23500,23860,24590,25670,26930,28180,26920,29010,33330,35350,37450,..
Malaysia,MYS,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,37393.86825,39192.02256,41686.60192,43706.52878,46085.06439,48609.96268,50325.68857,45357.41224,46578.3247,48741.94807,47592.7434,48449.46765,49604.06584,51148.81061,52036.74153,52943.15797,54336.30996,55009.92472,52453.61903,54310.31786,55321.84317,56100.26557,56567.20515,57577.74583,59115.06669,60708.42694,62735.5048,63942.83446,65082.78763,61442.14815,62214.03069,65445.33284,66453.95054,68621.57685,..
Philippines,PHL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,21.02938391,21.07943536,20.1104545,19.86511011,19.15984289,18.33846147,19.10732173,18.9079535,19.26003585,18.92514588,18.0136454,16.44910207,14.74667331,15.19435542,13.94109521,13.3028093,13.44841341,13.15094766,13.98440369,13.517547,13.36124911,13.60650762,14.51607476,14.54021332,13.74886505,14.09573515,13.09580701,12.4734251,12.27168162,10.99649915,10.20512553,10.18295413,9.650140358,8.820323747,10.18531103,10.06916402,9.551768044,9.400366529,9.082526785,..
Philippines,PHL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,38.30494965,38.16934092,38.90651329,38.63724676,38.1686201,37.66120382,36.45778845,36.29881021,36.16371249,35.66459994,35.66402929,35.66066827,34.88316508,33.55070825,34.97528477,34.89761526,34.78343526,34.54056403,33.61869621,33.81367631,33.46258533,33.00086093,32.76528841,31.52254268,32.33955605,31.33868278,31.39949336,30.77544663,31.04744448,30.48195098,30.28591717,30.12655058,30.56374015,30.32750788,28.39991759,28.88980912,29.22123994,28.19762251,27.69397799,..
Philippines,PHL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,40.66566644,40.75122373,40.98303221,41.49764314,42.67153702,44.00033471,44.43488983,44.79323629,44.57625166,45.41025418,46.32232531,47.89022967,50.37016161,51.25493633,51.08362002,51.79957544,51.76815132,52.30848831,52.3969001,52.66877669,53.17616556,53.39263145,52.71863683,53.937244,53.9115789,54.56558207,55.50469963,56.75112826,56.6808739,58.52154986,59.5089573,59.69049529,59.78611949,60.85216837,61.41477138,61.04102686,61.22699202,62.40201096,63.22349522,..
Philippines,PHL,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,78.91334113,76.47641424,76.36047013,76.47169462,77.50087117,80.20132064,81.61026672,82.26492753,81.38721936,81.85720386,81.68308481,82.20956571,84.92442187,84.16277754,82.78056586,83.64420973,83.37430707,83.43587201,82.7405954,82.81906607,82.34428216,81.4879602,82.00025737,83.01581839,79.91284794,81.84504238,83.34712983,82.82771751,81.83519327,83.38452976,83.81155598,83.50501417,84.58560551,85.67419377,90.33050265,90.83980283,90.96901884,90.74011901,90.65394562,..
Philippines,PHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.36918058,18.31175848,18.34386421,18.62827792,18.54460068,18.1815182,18.71891305,18.87398642,19.08391685,18.61541784,20.40213617,18.96663866,19.93006495,20.7830144,20.86217334,22.23164338,24.99662392,25.64292819,27.283299,27.15512521,21.30226206,22.27927959,23.34596677,23.63450558,23.57050707,..
Philippines,PHL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,18.56612321,18.54153262,19.99936372,19.73988958,19.39321314,20.96514118,20.77966454,22.30313037,24.07566586,25.94604166,28.88672137,35.08614574,37.8068684,38.41115874,43.34421922,41.15550151,40.00567994,42.30501837,41.82684099,41.23003922,41.24545937,38.01418634,33.35683324,30.2195256,32.87482972,29.10542888,27.46707386,26.17741981,27.35450419,27.20805724,26.67300334,29.55229085,30.21360537,28.38292001,25.20283931,25.75203492,28.38740155,26.63684935,25.77344115,..
Philippines,PHL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,2570,2610,2650,2720,2870,3010,3190,3380,3600,3660,3680,3800,3920,4120,4410,4710,5000,5370,5630,5750,6110,6320,6770,7120,7460,7680,8200,8630,9250,9820,8860,9170,10730,12190,13330,..
Philippines,PHL,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,12711.80963,12447.90274,12373.95734,12594.1366,12849.82212,13244.31901,13548.2227,13053.42155,13057.95754,13223.91455,13236.31482,13369.3253,13689.07688,14132.66689,14487.55459,15004.17961,15567.56198,15980.50035,15776.15792,16450.05796,16441.26554,17257.23211,18051.42619,18572.46418,19445.06893,20231.55173,22012.76815,22946.56067,23665.95802,22857.16773,23200.71389,22362.27187,23081.71799,23954.48777,..
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.58969086,26.27448812,25.19451253,24.56828044,26.53266912,23.96299005,21.24988568,19.22851861,19.38470759,19.49813597,19.21924566,17.78152423,17.02546318,15.92159174,14.52725195,13.82210696,13.12949383,12.17576009,12.72884294,11.48281235,10.47586237,10.09341946,10.00997707,9.472995817,9.166499061,9.033845859,8.965056735,8.784421316,8.482429409,8.224013595,7.900650175,7.328392393,6.917142892,7.006215758,7.540181985,7.089352516,7.147886928,6.889519411,6.775998813,..
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,43.43470424,43.24195993,43.45008503,42.42130119,40.9532139,41.36470267,42.95568711,45.98771589,45.95072661,46.51583291,46.84529241,46.7996578,45.44113232,44.95553917,45.07383152,44.2765436,43.87580281,44.98276213,45.23283266,46.3816217,46.88650286,46.18523623,46.23641913,45.17885872,45.70662071,45.80020541,44.68206982,43.39387078,42.28271578,40.04759022,38.81115609,39.12994435,38.97770017,37.76423332,36.91156241,38.0924722,37.89452666,36.77250302,36.47565945,..
